"filename", "language", "C#", "comment", "blank", "total"
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\AssetCreationTests\PermanentSkinsDatabaseTests.cs", "C#", 8, -1, 0, 7
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\AssetCreationTests\RawModelLoaderTests.cs", "C#", -2, 0, -1, -3
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\AssetMaker.cs", "C#", 2, 0, 2, 4
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\Crossbow\CrossbowAssetMaker.cs", "C#", 2, 0, 2, 4
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\Crossbow\CrossbowSkinInjester.cs", "C#", -3, 0, 0, -3
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\ISkinPrefabGenerator.cs", "C#", 13, 0, 4, 17
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\Iconizer.cs", "C#", -9, 0, 0, -9
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\InjestData\BasicInjestData.cs", "C#", 0, -10, -1, -11
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\PrefabIconGenerator.cs", "C#", -9, 0, 1, -8
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\Projectile\BundleProjectilePrefabGenerator.cs", "C#", 12, 0, 3, 15
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\Projectile\ProjectileAssetMaker.cs", "C#", 2, 0, 2, 4
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\Projectile\ProjectileSkinInjester.cs", "C#", -3, 0, 0, -3
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\RawModelLoader.cs", "C#", -4, 0, 0, -4
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Asset Creation\SkinPrefabGenerator.cs", "C#", 9, 0, 3, 12
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Instantiation\IIntantiator.cs", "C#", 1, 0, 0, 1
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Instantiation\InvisibleInstantiator.cs", "C#", 1, 0, 0, 1
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Instantiation\SimplseInstantiator.cs", "C#", 1, 0, 0, 1
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Class Data Repository\ClassDataRegistryAccessor.cs", "C#", 2, 0, 1, 3
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Class Data Repository\ClassDataRegistryBackend.cs", "C#", 0, -2, -1, -3
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Class Data Repository\Configurable Container\ClassResetArgs.cs", "C#", 13, 0, 2, 15
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Class Data Repository\Configurable Container\Configurable.cs", "C#", 23, 0, 5, 28
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Class Data Repository\IRegistryAccessor.cs", "C#", 1, 0, 0, 1
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Class Data Repository\IRegistryBackend.cs", "C#", 0, -1, 0, -1
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Disk Access\Game Folders\GameFolders.cs", "C#", -2, 0, 0, -2
"c:\Unity\ArrowsDemo\Assets\Code\Data Management\Serialization\JsonFileOperations.cs", "C#", 6, -4, 1, 3
"c:\Unity\ArrowsDemo\Assets\Code\Extension Methods\BigIntegerExtensions.cs", "C#", -58, 0, -7, -65
"c:\Unity\ArrowsDemo\Assets\Code\Extension Methods\GameObjectExtensions.cs", "C#", -32, 0, -2, -34
"c:\Unity\ArrowsDemo\Assets\Code\Game Math\MathUtils.cs", "C#", 2, 0, 2, 4
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\States\Ad\AdState.cs", "C#", 17, 1, 4, 22
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\States\AppStateFactory.cs", "C#", -2, 0, 0, -2
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\States\Pre Run\PreRun.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Curencies\CurenciesContext.cs", "C#", -14, 0, -7, -21
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\AssetSkinProvider.cs", "C#", -43, 0, -9, -52
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\CrossbowCollectionFactory.cs", "C#", 20, 0, 2, 22
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\ISkinProvider.cs", "C#", -13, 0, -2, -15
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\Injestion\AssetSkinProvider.cs", "C#", 44, 0, 9, 53
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\Injestion\ExternalSkinProvider.cs", "C#", 30, 0, 8, 38
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\Injestion\ExternalSkins.cs", "C#", 95, 0, 19, 114
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\Injestion\ISkinProvider.cs", "C#", 13, 0, 2, 15
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\Injestion\PermanentSkinsDatabase.cs", "C#", 63, 0, 11, 74
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\PermanentSkinsDatabase.cs", "C#", -60, 0, -12, -72
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\ProjectileCollectionFactory.cs", "C#", 20, 0, 2, 22
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\SkinCollection.cs", "C#", 13, 0, 1, 14
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\SkinCollectionFactory.cs", "C#", 11, 0, 1, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\SkinResourse.cs", "C#", 28, 0, 3, 31
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Skins\SkinShopService.cs", "C#", 2, 0, 0, 2
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Upgrade System\UpgradeContext.cs", "C#", -16, 0, -8, -24
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\User Context\UserContextManager.cs", "C#", 13, 0, 3, 16
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\ArrowsRunthroughFactory.cs", "C#", 17, 0, 2, 19
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Crossbow\CrossbowGenerator.cs", "C#", 18, 0, 3, 21
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Crossbow\CrossbowInPlaceReplacer.cs", "C#", 18, 0, 4, 22
