"filename", "language", "C#", "comment", "blank", "total"
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Movement\Balistic Mover\BallisticMover.cs", "C#", 46, 0, 9, 55
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Movement\Balistic Mover\Spline\SimpleSpline.cs", "C#", 84, 286, 74, 444
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Movement\Balistic Mover\Spline\SimpleSplineEditor.cs", "C#", 0, 19, 2, 21
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Movement\FlyingMovement.cs", "C#", 30, 1, 6, 37
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Visuals\PulsatingGlow.cs", "C#", 30, 0, 6, 36
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Visuals\PulsatingTransparency.cs", "C#", 32, 0, 6, 38
"c:\Unity\ArrowsDemo\Assets\Code\Asset Scripts\Visuals\ScrollTexture.cs", "C#", 26, 0, 6, 32
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\DiskSerializers\IDiskSerialization.cs", "C#", 11, 0, 1, 12
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\DiskSerializers\JsonDataStorage.cs", "C#", 72, 0, 12, 84
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\DiskSerializers\WinStreamingAssets.cs", "C#", 25, 0, 1, 26
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\Game Folders\AndroidStreamingAssets.cs", "C#", 20, 0, 1, 21
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\Game Folders\GameFolders.cs", "C#", 90, 0, 11, 101
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\Game Folders\IGameFolders.cs", "C#", 9, 0, 1, 10
"c:\Unity\ArrowsDemo\Assets\Code\Data Access\Disk Access\Game Folders\IStreamingAssetsReader.cs", "C#", 7, 0, 1, 8
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\GameState.cs", "C#", 217, 3, 32, 252
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\IStateChangeNotifier.cs", "C#", 19, 0, 4, 23
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\IStateReportableProcess.cs", "C#", 17, 0, 3, 20
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\IStateSignal.cs", "C#", 10, 0, 0, 10
"c:\Unity\ArrowsDemo\Assets\Code\Game\Game State\StatesEnum.cs", "C#", 42, 0, 5, 47
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\General Use Interfaces\IDamageable.cs", "C#", 10, 0, 2, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\General Use Interfaces\IGameObjectFillable.cs", "C#", 7, 0, 2, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\General Use Interfaces\IMovable.cs", "C#", 12, 0, 1, 13
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\General Use Interfaces\ITransformContainer.cs", "C#", 7, 0, 1, 8
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\Level\ILevelManager.cs", "C#", 14, 0, 3, 17
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\Level\ProceduralLevelManager.cs", "C#", 83, 0, 17, 100
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\Level\Target\ITargetGroup.cs", "C#", 12, 0, 1, 13
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\Level\Target\ITargetProvider.cs", "C#", 10, 0, 1, 11
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Runtime\Level\Target\Target.cs", "C#", 33, 0, 8, 41
